发布日期,加热渠道,一级分类,二级分类,标签,标题,投前互动量,投后互动量,投放后点赞,投放后收藏,投放后评论,投放后分享,总互动量,总投放金额,综合CPE,链接,笔记ID,备注
2026-05-13,薯条,产品力,女性友好计划,,新时代女性的安全出行,67,304,234,0,3,,237,200,0.84,https://www.xiaohongshu.com/explore/6a0469a50000000008030b80?xsec_token=AB19yGNDIZJ8ti3fP2rXuFyY3zvWAaub09cgIoWuZmGto=&xsec_source=pc_search,6a0469a50000000008030b80,
2026-05-13,薯条,司机,女司机,,偶遇同担,2,252,248,1,1,,250,200,0.8,https://www.xiaohongshu.com/explore/6a045c91000000003700d056?xsec_token=AB19yGNDIZJ8ti3fP2rXuFyaf1zFDYzeXYNexiBPTQHbY=&xsec_source=pc_search,6a045c91000000003700d056,
2026-05-13,薯条,司机,女司机,,记录在北京遇到的善良司机姐姐,17,237,209,2,9,,220,200,0.91,https://www.xiaohongshu.com/explore/6a04598d0000000035023cee?xsec_token=AB19yGNDIZJ8ti3fP2rXuFySN9b_R401g8JkajaJ9r29E=&xsec_source=pc_search,6a04598d0000000035023cee,
2026-05-14,薯条,产品力,宠物出行,,他说这是他接过最乖的乘客,32,363,326,2,3,,331,200,0.6,https://www.xiaohongshu.com/explore/6a0439ad0000000036033ee4?xsec_token=AB19yGNDIZJ8ti3fP2rXuFyQJIhmwnZmNbhu_vtK2KefQ=&xsec_source=pc_search&source=web_note_detail_r10,6a0439ad0000000036033ee4,
2026-05-13,薯条,产品力,宠物出行,,🍄我有一个很爱很爱很爱我的小狗,26,159,130,1,2,,133,200,1.5,https://www.xiaohongshu.com/explore/6a0437f600000000070122fd?xsec_token=AB19yGNDIZJ8ti3fP2rXuFyaqzX_0syO4UU72X5pnSLog=&xsec_source=pc_search&source=web_note_detail_r10,6a0437f600000000070122fd,
2026-05-13,薯条,产品力,海外打车,,首尔演唱会散场打不到车，一个阿姨说：“我女儿也追星，她现在在美国”,32,161,128,0,1,,129,200,1.55,https://www.xiaohongshu.com/explore/6a041bbf0000000038037d42?xsec_token=AB19yGNDIZJ8ti3fP2rXuFyekuWpqAfJnKvoyHP5H9I9E=&xsec_source=pc_search&source=web_search_result_notes&exSource=https://my.feishu.cn/,6a041bbf0000000038037d42,
2026-05-14,薯条,司机,司机服务,,曝光这个滴滴绝世好司机,16,108,92,0,0,,92,200,2.17,https://www.xiaohongshu.com/explore/6a0588ec000000000603655e?xsec_token=ABdRAD_phk1WlZetOXGBETlXHd5bpXMA87JRN5dFOiEjI=&xsec_source=pc_search,6a0588ec000000000603655e,
2026-05-15,薯条,产品力,宠物出行,,家人们！必须要给滴滴宠物专车狠狠点赞👍,17,50,33,0,0,,33,200,6.06,https://www.xiaohongshu.com/explore/6a05d478000000000702a5fd?xsec_token=ABdRAD_phk1WlZetOXGBETlfNvPtylvs66xfjVJjvdhtA=&xsec_source=pc_search,6a05d478000000000702a5fd,
2026-05-14,薯条,司机,女司机,,纪念我在北京打车遇到的老派司机姐姐,18,38,18,0,2,,20,200,10,https://www.xiaohongshu.com/explore/6a05a83700000000070281e9?xsec_token=ABdRAD_phk1WlZetOXGBETlWPqpm8Dt5G2igt8vaRy8bs=&xsec_source=pc_search,6a05a83700000000070281e9,
2026-05-18,薯条,产品力,专车/豪华车,,打到黄仁勋在什刹海的迈巴赫了,16,488,447,20,5,,472,200,0.42,https://www.xiaohongshu.com/explore/6a0b2c92000000003501eb92?xsec_token=ABSh5LZ7oqI4X51MmHsTwJ26z966ZxiyFh4ACmQOIpVw8=&xsec_source=pc_search,6a0b2c92000000003501eb92,
,口碑通,产品力,宠物出行,,人生新体验：第一次带小狗喝下午茶,0,94,,,,,94,100,1.06,https://www.xiaohongshu.com/explore/67e50a1f000000001a004f0b?xsec_token=KBedBwfsCmkGPfk6shHTw4KYhdLywy3UzohCWqtSkGnhw=&xsec_source=pc_ad,67e50a1f000000001a004f0b,
,口碑通,司机,女司机,,今夜的美好是滴滴给的,2,42,,,,,44,100,2.27,https://www.xiaohongshu.com/explore/67e96648000000000f03179e?note_flow_source=wechat&xsec_token=AB2sUs4XQJU80_TzTMilJhUVC9vjFqoqwCTPAQfBdqDdk=,67e96648000000000f03179e,
,口碑通,司机,女司机,,最近发现滴滴的女司机越来越多了，好事！！！,3,68,,,,,71,100,1.41,https://www.xiaohongshu.com/explore/67e96999000000000b0174ec?note_flow_source=wechat&xsec_token=AB2sUs4XQJU80_TzTMilJhUZ_Hyb1LSdHZovtlUZdXE8Q=,67e96999000000000b0174ec,
2025-05-18,口碑通,司机,司机服务,暖心司机,滴滴司机跟我说 你是今天最幸运的人,493,5362,,,,,5855,700,0.12,https://www.xiaohongshu.com/explore/67e6cd5c000000001201d6b4?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBKWws2cVrxnT1UL-1oBL8qcSdqWFaj0HIp17rXBYtlM8=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1750216947&&share_id=1d9172a87d2842c6b812b43470618f5f,67e6cd5c000000001201d6b4,千赞
,口碑通,司机,失物返还,,热心女司机给我寄回耳机，尸体暖暖的🥺,9,289,,,,,298,200,0.67,https://www.xiaohongshu.com/explore/67e96c1e00000000070364ec,67e96c1e00000000070364ec,
,口碑通,司机,女司机,,夸夸南宁滴滴女司机,2,410,,,,,412,300,0.73,https://www.xiaohongshu.com/explore/67ea5c62000000001c028012?xsec_token=AB_M_3tf7E5IlpSUaR0QKn121VPVYHQGzOMSMFRQUIZ1Y=,67ea5c62000000001c028012,
,口碑通,产品力,宠物出行,,第一次体验滴滴宠物出行～,9,247,,,,,256,100,0.39,https://www.xiaohongshu.com/explore/67ed43bd000000001c017393?xsec_token=ABoRFLVvdU-O79qMQbmMpgJHLFjs1C1QnWbn2wCPcL6HQ=,67ed43bd000000001c017393,
,口碑通,产品力,宠物出行,,喜乐出游日记之梧桐绿道,3,36,,,,,39,100,2.56,https://www.xiaohongshu.com/explore/67ed2fc7000000001e0077e8?xsec_token=ABoRFLVvdU-O79qMQbmMpgJOD1TU6usSG-sg2xqfvKuag=,67ed2fc7000000001e0077e8,
,口碑通,产品力,宠物出行,宠物友好,再也不用货拉拉拉拉布拉多🐶,3,371,,,,,374,200,0.53,https://www.xiaohongshu.com/explore/67f5c474000000001d01cb77?xsec_token=ABmgIR5wCWDWuws-T5O8Jct7x0p-9fHbrGvc7f5Om77Bs=,67f5c474000000001d01cb77,
2025-04-20,口碑通,产品力,海外打车,便捷好用,来冲绳旅行 请直接用滴滴打车好吗！,88,2090,,,,,2178,700,0.32,https://www.xiaohongshu.com/explore/6800a02c000000001201eeea?xsec_token=ABW-D9qtdkTgyR70WwqayfSfythYWZl-hlYJfRRuT5mq0=,6800a02c000000001201eeea,千赞
2025-04-20,口碑通,产品力,站点巴士,便捷好用,景德镇去南昌最省钱出行方式！,101,307,,,,,408,200,0.49,https://www.xiaohongshu.com/explore/67ff3477000000001c00c58d?xsec_token=ABZqF36fJ2jykyrJPTB-IIk9xsjqdBh9r4KyEggtWJwSA=,67ff3477000000001c00c58d,
2025-04-20,口碑通,产品力,海外打车,便捷好用,Uber用不了，感谢伟大祖国滴滴让我打上了车,127,243,,,,,370,200,0.54,https://www.xiaohongshu.com/explore/67eafe4c000000001b03c511?xsec_token=AB_M_3tf7E5IlpSUaR0QKn12D2XlxyCJqZ1h5ZDiCWVh0=,67eafe4c000000001b03c511,
2025-04-20,口碑通,产品力,海外打车,便捷好用,女生solotrip冲绳之个人主观超实用攻略🧐,151,374,,,,,525,200,0.38,https://www.xiaohongshu.com/explore/6802edb40000000009014441?app_platform=ios&app_version=8.48&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBi2lf6NeZm1Bhc_19Ky_nDo43HEx23OZq-XJLUue5wtA=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1745204563&share_id=6d0720e271654fccaa5cc9f9a7b890ed,6802edb40000000009014441,
2025-04-20,口碑通,司机,司乘温暖,,山东五莲县很漂亮也,375,468,,,,,843,200,0.24,https://www.xiaohongshu.com/explore/67fe6750000000001d0182ec?app_platform=ios&app_version=8.48&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBDtj8W9aEA4MvPmcxkTH9vhdxXdkwfhfPckbcPtvMUZc=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1745204502&share_id=1e67b5567af74bf0847320b55441f580,67fe6750000000001d0182ec,
2025-04-20,口碑通,车内,香卡,香香Di计划,滴滴香卡哪里买呀！,2,10,,,,,12,100,8.33,https://www.xiaohongshu.com/explore/67a57ab4000000001800a865?xsec_token=AB0PwZmesNbju_wEAHPV5dQGVzDO_LlI2dj4kn6i1-bkQ=,67a57ab4000000001800a865,
,口碑通,车内,香卡,香香Di计划,滴滴香车,2,15,,,,,17,100,5.88,https://www.xiaohongshu.com/explore/67bafcba0000000029038946?xsec_token=ABHccap_BbsEeq-dsuyPS9WayaQ9DopcVqEGQPf_5V1Zw=,67bafcba0000000029038946,
,口碑通,车内,香卡,香香Di计划,滴滴香片,0,8,,,,,8,100,12.5,https://www.xiaohongshu.com/explore/67a3259a000000001701d0a8?xsec_token=AB6X_Rs268XXsqMtLl1id2ss9kTrelL9zZ01yDbxL42I8=,67a3259a000000001701d0a8,
,口碑通,车内,香卡,香香Di计划,到底是什么味道，我的鼻子都快粘到香香卡上,1,20,,,,,21,100,4.76,https://www.xiaohongshu.com/explore/67dbd5e8000000001b0249ce?xsec_token=ABsCInqFs7t1S9P_B0n_634vumF68p6dAfIZjYx0VMm9Q=,67dbd5e8000000001b0249ce,
,口碑通,车内,香卡,香香Di计划,滴滴出行香片香氛卡在哪买！！,3,25,,,,,28,100,3.57,https://www.xiaohongshu.com/explore/67cabc5a000000000602a171?xsec_token=ABBrtZKq4Ju1pZKYb5OPLC9nxPBZPCKGU-rDLhelQ_hXA=,67cabc5a000000000602a171,
,口碑通,车内,香卡,,滴滴出行香卡，真的巨香！！巨好闻！！！,0,38,,,,,38,100,2.63,https://www.xiaohongshu.com/explore/6803d5f1000000000f03196d?xsec_token=ABJSL6Fvl2lJGAGA2N7GOU6va8mM4_l6rNAcaJlZOTeoc=,6803d5f1000000000f03196d,
,口碑通,车内,香卡,香香Di计划,滴滴真的不考虑发售一下香卡吗？,0,27,,,,,27,100,3.7,https://www.xiaohongshu.com/explore/67fa09d0000000001d03bbbd?xsec_token=ABR_UESWVDwtXj_iCbAPJooXGP6kMiu98h8gkzmS24C5c=,67fa09d0000000001d03bbbd,
,口碑通,车内,香卡,香香Di计划,滴滴香片哪里能买呀,1,16,,,,,17,100,5.88,https://www.xiaohongshu.com/explore/6801b39f000000001c033035?xsec_token=AB5a_uyeFIXdKO7NLJzqYLBgSzI_DYmLrE-bXHaJDuZww=,6801b39f000000001c033035,
2025-04-21,口碑通,司机,女司机,车内整洁,下班打到女司机的车，像回到了母亲的子宫,1977,4671,,,,,6648,100,0.02,https://www.xiaohongshu.com/explore/68062dc7000000000b02ead2,68062dc7000000000b02ead2,千赞
2025-04-21,口碑通,司机,女司机,暖心司机,在滴滴后座被治愈的褶皱时刻,2,20,,,,,22,100,4.55,https://www.xiaohongshu.com/explore/6805d3ee000000001c01e150?xsec_token=ABCwNsaYh4wiGkWvFFLrr9r5Vd2rKwErqYNWTN2oySAE0=,6805d3ee000000001c01e150,
2025-04-23,口碑通,车内,香卡,车内整洁,天呐，谁懂滴滴车的味道,10,431,,,,,441,400,0.91,https://www.xiaohongshu.com/explore/680853c8000000001d015cde?xsec_token=ABdDVuhOfVzhqUdpiA5gDusxFxz_aPbcSJZei76bKsess=,680853c8000000001d015cde,
2025-04-24,口碑通,司机,女司机,暖心司机,女滴滴司机的车，像妈妈的自行车后座,14,1090,,,,,1104,700,0.63,https://www.xiaohongshu.com/explore/68053bcc000000001d02ff81?xsec_token=ABCwNsaYh4wiGkWvFFLrr9rzE2-NE-QuE3MUEL2SBCXgo=,68053bcc000000001d02ff81,千赞
2025-04-24,口碑通,司机,司乘互动,暖心司机,傲娇的成都滴滴司机，只因孩子上了电子科大,4,66,,,,,70,100,1.43,https://www.xiaohongshu.com/explore/680a5a8e000000001b039111?note_flow_source=wechat&xsec_token=ABaWiObzmL1u8C3KdgVVlgSHJretZvArpMSboZfZxhbd8=,680a5a8e000000001b039111,
2025-04-26,口碑通,产品力,宠物出行,宠物友好,带猫猫们去体检了,1,8,,,,,9,100,11.11,https://www.xiaohongshu.com/explore/680ceb0e000000001b03ae27?xsec_token=ABy1cY3vWis4HwvIYuThjb3VY-WVn5MRSKdrOz3t7qYWs=,680ceb0e000000001b03ae27,
2025-04-26,口碑通,产品力,可选女司机,安全可靠,还挺意外的,2,166,,,,,168,100,0.6,https://www.xiaohongshu.com/explore/680cf1de000000001c015442?xsec_token=ABy1cY3vWis4HwvIYuThjb3TNN39b8fuBgYnBGA23CpCg=,680cf1de000000001c015442,
2025-04-28,口碑通,产品力,宠物出行,宠物友好,滴滴宠物专车太棒了,2,253,,,,,255,200,0.78,https://www.xiaohongshu.com/explore/680f0dde0000000022027e50?xsec_token=ABa8vxNU4_ql93PmqrbPEVIugLndTPavQvpps2__BtQRc=,680f0dde0000000022027e50,
2025-04-28,口碑通,产品力,海外打车,便捷好用,强烈推荐在冲绳用滴滴打车！,120,474,,,,,594,200,0.34,https://www.xiaohongshu.com/explore/680f1e39000000002100d1c5?xsec_token=ABa8vxNU4_ql93PmqrbPEVIttbfF4gvA-uGZTM_6fC8Z4=,680f1e39000000002100d1c5,
2025-05-05,口碑通,产品力,宠物出行,宠物友好,📷打卡上海高质量宠物友好商圈 EKA 天物,0,41,,,,,41,100,2.44,https://www.xiaohongshu.com/explore/6818d8fb000000002102f7d6?xsec_token=ABe748goeeGs6-OWLT5_F8eSXyclVak1CS5oIYznEVbhE=,6818d8fb000000002102f7d6,
2025-05-05,口碑通,产品力,宠物出行,宠物友好,麻麻这么做一定有她的道理！,4,68,,,,,72,100,1.39,https://www.xiaohongshu.com/explore/68188c4c000000002101862c?xsec_token=ABe748goeeGs6-OWLT5_F8eYlqxpRtb0gXTKTvX8SXtHE=,68188c4c000000002101862c,
2025-05-06,口碑通,产品力,海外打车,便捷好用,日本旅游 滴滴打车,16,40,,,,,56,100,1.79,https://www.xiaohongshu.com/explore/6819e798000000002301cf20?xsec_token=ABarA-gweoC1GKVkWFWVymQg4ie7ZyIpc0OK3dtVUV8Pg=,6819e798000000002301cf20,
2025-05-06,口碑通,产品力,海外打车,便捷好用,冲绳实用攻略20250506D3泊港鱼市场&玉泉洞,12,39,,,,,51,100,1.96,https://www.xiaohongshu.com/explore/681a2201000000000f033fe9?xsec_token=ABCRopYeotkYOKXLMMupivuIQRZcBM6Kk7UQNeZXQyLUM=,681a2201000000000f033fe9,
2025-05-06,口碑通,车内,司机自发装置,暖心司机,认真生活的滴滴司机,1,61,,,,,62,100,1.61,https://www.xiaohongshu.com/explore/681a3011000000000303e19c?xsec_token=ABCRopYeotkYOKXLMMupivuLa5AqgzmIutJhbATrX8f88=,681a3011000000000303e19c,
2025-05-08,口碑通,产品力,海外打车,便捷好用,宁波🛫冲绳🇯🇵打工人四天三晚旅行日记🌊,102,938,,,,,1040,600,0.58,https://www.xiaohongshu.com/explore/681c1b69000000002001d08d?xsec_token=ABL4abUiM0zUUccC1DwTiXBqQVd_eiyCd_FTe5KEubgnY=,681c1b69000000002001d08d,
2025-05-08,口碑通,车内,司机自发装置,车内整洁,谁懂早高峰打到这种车的救赎感！,2,87,,,,,89,100,1.12,https://www.xiaohongshu.com/explore/681c0529000000002300f0b2?xsec_token=ABL4abUiM0zUUccC1DwTiXBpnd7Y2QwelWp6Hm52nohMQ=,681c0529000000002300f0b2,
2025-05-08,口碑通,产品力,宠物出行,宠物友好,救命！！发现它博会隐藏宝藏区 ！🚗,11,30,,,,,41,100,2.44,https://www.xiaohongshu.com/explore/681cc2f20000000012002b96?xsec_token=ABL4abUiM0zUUccC1DwTiXBp0fxlCxUbmX7l-dbSC9YPs=,681cc2f20000000012002b96,
2025-05-12,口碑通,产品力,宠物出行,宠物友好,滴滴宠物快车体验,1,90,,,,,91,100,1.1,https://www.xiaohongshu.com/explore/6821d3e0000000000c03bc50?xsec_token=AB-0mfFwhp4HuJ3Bb7qvAm9QlvM-l-MWRjAQzqcbFg--w=,6821d3e0000000000c03bc50,
2025-05-15,口碑通,产品力,站点巴士,便捷好用,我在雪山下,9,54,,,,,63,100,1.59,https://www.xiaohongshu.com/explore/6825b992000000000f0398df?xsec_token=ABnPUdZfT4M8osiZ8oiRNiQgpShFbRfCa-GvpyHHZUMrg=,6825b992000000000f0398df,
2025-05-18,口碑通,产品力,海外打车,,5块钱在日本打上车了 🚖 感谢滴滴 🙇🏻‍♂️,585,1682,,,,,2267,1000,0.44,https://www.xiaohongshu.com/explore/682836950000000021006027?app_platform=ios&app_version=8.48&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB13KZLDTyMnl0kxrbXQ9gpWiz1LPmfsbCWq0-_7r2CLY=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1747635769&share_id=763f7bdfe7a149eaa85f30e4f7bc44fe,682836950000000021006027,千赞
2025-05-18,口碑通,产品力,站点巴士,便捷好用,✨湘潭→长沙一日追星攻略！房东的猫live,4,22,,,,,26,200,7.69,https://www.xiaohongshu.com/explore/68294af7000000002102da4d?xsec_token=ABuFZzuvF62w58Bg4Y3qwck_D_VyWWTtc9RFxOr3qWrWc=,68294af7000000002102da4d,
2025-05-19,口碑通,产品力,宠物出行,宠物友好,你还真别说…,5,173,,,,,178,200,1.12,https://www.xiaohongshu.com/explore/68070474000000001c000c67?xsec_token=ABkrgPQfXbciC67W3MXXcaCE4IaKyjsUd7Nn3ZfuNWAVo=,68070474000000001c000c67,
2025-05-19,口碑通,产品力,站点巴士,便捷好用,天呐！这是新兴的出行方式吧！,20,56,,,,,76,200,2.63,https://www.xiaohongshu.com/explore/68037c3f000000001d00a131?xsec_token=ABy7ZANLF4jchYUq5oKEZ6b7_oDAfRLE3L9Ejx66puo-Y=,68037c3f000000001d00a131,
2025-05-19,口碑通,产品力,站点巴士,便捷好用,都江堰➡️春熙路，滴滴站点巴士攻略来啦✅,250,284,,,,,534,200,0.37,https://www.xiaohongshu.com/explore/67a47ff3000000001701f156?xsec_token=ABOkK1r52TJkp5JUjWo2WNp3wbR57aT_-vwWuiclOuOzU=,67a47ff3000000001701f156,
2025-05-19,口碑通,产品力,海外打车,便捷好用,首尔市内凌晨是可以打到计程车的,17,126,,,,,143,200,1.4,https://www.xiaohongshu.com/explore/680fd7710000000022027895?xsec_token=ABa8vxNU4_ql93PmqrbPEVIohSEAbWAeoCon_VAo0F2Tk=,680fd7710000000022027895,
2025-05-19,口碑通,产品力,海外打车,便捷好用,两个28寸行李箱@函馆DiDi打车实测,20,63,,,,,83,200,2.41,https://www.xiaohongshu.com/explore/68100dd0000000000901653f?xsec_token=ABnDh3sbA7BrwpI-oCjsDmqzW-A6YQby4HZxEH1kqEEQ8=,68100dd0000000000901653f,
2025-05-19,口碑通,车内,司机自发装置,超赞体感,被今天的司机车车可爱到！,18,65,,,,,83,200,2.41,https://www.xiaohongshu.com/explore/6810307d000000001201d619?xsec_token=ABnDh3sbA7BrwpI-oCjsDmq4VgCauvpJtAcIgNe6z104g=,6810307d000000001201d619,
2025-05-19,口碑通,产品力,海外打车,便捷好用,上海✈️日本自由行APP攻略,10,92,,,,,102,200,1.96,https://www.xiaohongshu.com/explore/68072206000000001d03a4a0?xsec_token=ABkrgPQfXbciC67W3MXXcaCIubL-820mJAgOnsnRRpOZ0=,68072206000000001d03a4a0,
2025-05-19,口碑通,产品力,海外打车,便捷好用,滴滴国际版,3,33,,,,,36,200,5.56,https://www.xiaohongshu.com/explore/680b7c81000000001d02caf6?xsec_token=ABGWTO2HHmgH3C6p0yHKsnaCUI0nqA_fbecrA5KrENT6s=,680b7c81000000001d02caf6,
2025-05-19,口碑通,产品力,宠物出行,宠物友好,关于滴滴宠物出行,79,175,,,,,254,200,0.79,https://www.xiaohongshu.com/explore/67bad00e000000002a00ffd1?xsec_token=ABXWXW5LorDPLTyNykwziHx5ubyH6DeQB81LAOMKfHt78=,67bad00e000000002a00ffd1,
2025-05-19,口碑通,产品力,宠物出行,暖心司机,滴滴宠物专车也有特别棒的司机,8,58,,,,,66,200,3.03,https://www.xiaohongshu.com/explore/680b94770000000007035e7b?xsec_token=ABGWTO2HHmgH3C6p0yHKsnaDJFcmOvOwsOQaT5h83Uv-Y=,680b94770000000007035e7b,
2025-05-19,口碑通,产品力,可选女司机,便捷好用,终于有人配女司机了！！！,22,124,,,,,146,200,1.37,https://www.xiaohongshu.com/explore/68049179000000001d003aff?xsec_token=ABFXEQ9BwvU_tX3rGP4rLQ0IFaSYrOAJprPWX92ix4RD4=,68049179000000001d003aff,
2025-05-19,口碑通,产品力,海外打车,便捷好用,在东京使用滴滴出行国际版的注意事项,8,35,,,,,43,200,4.65,https://www.xiaohongshu.com/explore/67f245a4000000001d0271f4?xsec_token=AB9oYdCpbJ4JyobWWhXCLjHYP-ctk8hFf-maMcrUJmN_I=,67f245a4000000001d0271f4,
2025-05-19,口碑通,产品力,海外打车,,滴滴国际版打车攻略,21,55,,,,,76,200,2.63,https://www.xiaohongshu.com/explore/67f3c621000000001c0099c7?xsec_token=ABrtLptxt4Hwc543jX1DPbQS763eVq6g7dpdYYJ7Bk064=,67f3c621000000001c0099c7,
2025-05-19,口碑通,产品力,海外打车,便捷好用,北海道旅行之打车篇,104,171,,,,,275,200,0.73,https://www.xiaohongshu.com/explore/67ab7c75000000001800cb44?xsec_token=ABTgjPp2mYVSLq5OD6EsLVDFu9n1nnJASzH2oN3TnXhN4=,67ab7c75000000001800cb44,
2025-05-19,口碑通,,,车内整洁,妈妈再也不用担心我打到臭车啦,3,85,,,,,88,200,2.27,https://www.xiaohongshu.com/explore/67ebb6b7000000000b01e864?xsec_token=AB1X8xlCyb7nwn6CW0_4g1gyU9yiydCPFX7idXc7D0vds=,67ebb6b7000000000b01e864,
2025-05-19,口碑通,产品力,海外打车,便捷好用,滴滴打车来泰国啦,96,124,,,,,220,200,0.91,https://www.xiaohongshu.com/explore/6808ddf9000000000d014b68?xsec_token=ABdDVuhOfVzhqUdpiA5gDus4na1AUw6AUXVxUVK5TzJKQ=,6808ddf9000000000d014b68,
2025-05-19,口碑通,产品力,海外打车,便捷好用,在泰国也能用滴滴打车啦，亲测好用！,10,46,,,,,56,200,3.57,https://www.xiaohongshu.com/explore/67e6214d000000000e0079fd?xsec_token=ABwiQfPIk8HNCUaOXSueHJ4Kp16raa61ltdpM9EUYqkJk=,67e6214d000000000e0079fd,
2025-05-19,口碑通,产品力,宠物出行,暖心司机,深圳的滴滴打车有宠物出行服务啦！,0,6,,,,,6,200,33.33,https://www.xiaohongshu.com/explore/68036b49000000000900f449?xsec_token=ABy7ZANLF4jchYUq5oKEZ6b562ocHrjfs-G_dX6VySxCg=,68036b49000000000900f449,
2025-05-19,口碑通,产品力,宠物出行,便捷好用,滴滴有宠物出行了！,2,40,,,,,42,200,4.76,https://www.xiaohongshu.com/explore/68033dac000000001c013358?xsec_token=ABy7ZANLF4jchYUq5oKEZ6b-JMKfa6wy61JrxBsGLfY-U=,68033dac000000001c013358,
2025-05-19,口碑通,产品力,海外打车,便捷好用,越南胡志明市可以使用滴滴打车了,6,45,,,,,51,200,3.92,https://www.xiaohongshu.com/explore/682af0f7000000002100be3b?xsec_token=ABuILL19VxUmgtmtagOH-YtkfipzJIPoiEB3zagafoflo=,682af0f7000000002100be3b,
2025-05-19,口碑通,产品力,价格优惠,便捷好用,深夜滴滴打车合肥站转合肥南站共用时25分钟,6,29,,,,,35,200,5.71,https://www.xiaohongshu.com/explore/682a4a38000000002300f489?xsec_token=ABuILL19VxUmgtmtagOH-Ytt6O7ZqcsdK3u3tcmERvwFA=,682a4a38000000002300f489,
2025-05-19,口碑通,车内,司机自发装置,车内整洁,打到一辆很温暖的滴滴！,2,118,,,,,120,200,1.67,https://www.xiaohongshu.com/explore/6807038c000000001d021bd3?xsec_token=ABkrgPQfXbciC67W3MXXcaCAF9G7gGB83A1ZoY3qdMBM0=,6807038c000000001d021bd3,
2025-05-19,口碑通,车内,司机自发装置,暖心司机,司机师傅言语里都是对媳妇儿的赞美,9,126,,,,,135,200,1.48,https://www.xiaohongshu.com/explore/680ac021000000000f033eb7?xsec_token=ABR4tHIm6VURz4mtl12E7qnwZgcf_IvShDNHnNpQWceoI=,680ac021000000000f033eb7,
2025-05-19,口碑通,产品力,可选女司机,车内整洁,滴滴已为您匹配女司机服务,59,188,,,,,247,200,0.81,https://www.xiaohongshu.com/explore/67e42a5b0000000009014ac1?xsec_token=ABVvLEQedp2poFBkCJ9DQ7ME0JBzKP6cWgKcCXbnnY55E=,67e42a5b0000000009014ac1,
2025-05-19,口碑通,车内,司机自发装置,车内整洁,“这世界破破烂烂，总会有人缝缝补补”,3,49,,,,,52,200,3.85,https://www.xiaohongshu.com/explore/6809c246000000001d00a039?xsec_token=ABIVgHyxwk5npj5bej_ZqCnUBFUnABwM_by_WYEfXH3Io=,6809c246000000001d00a039,帖子没了
2025-05-19,口碑通,产品力,可选女司机,,真的超级幸运！打滴第一次分配到女司机🤩,574,573,,,,,1147,200,0.17,https://www.xiaohongshu.com/explore/6818774600000000210031e0?xsec_token=ABe748goeeGs6-OWLT5_F8eT0dg2LJDa02oaQeZ1k8fQg=,6818774600000000210031e0,
2025-05-19,口碑通,产品力,宠物出行,便捷好用,一些关于滴滴的宠物专车和快车的碎碎念,47,90,,,,,137,200,1.46,https://www.xiaohongshu.com/explore/681069c2000000002202d014?xsec_token=ABE049Uv07KqzIkaU7cLBZaLIThwCerpr3fI5055lEMWA=,681069c2000000002202d014,
2025-05-19,口碑通,产品力,海外打车,便捷好用,日本也有滴滴，打车再也不难了,13,70,,,,,83,200,2.41,https://www.xiaohongshu.com/explore/68157c430000000022034b7a?xsec_token=ABJ9c3PFMRwLt1Gna-US0SqU2TQGYRsjBB54aUxDD5PPw=,68157c430000000022034b7a,
2025-05-19,口碑通,产品力,海外打车,便捷好用,马来西亚用滴滴竟比Grab还便宜,31,64,,,,,95,200,2.11,https://www.xiaohongshu.com/explore/68130b34000000000703790c?xsec_token=ABLdJf8f1_yFiNH7xoMiNFbBb76iEumBFZb2kK_o7Psic=,68130b34000000000703790c,
2025-05-19,口碑通,产品力,海外打车,便捷好用,个人在澳洲使用滴滴 和 Uber的感受,3,37,,,,,40,200,5,https://www.xiaohongshu.com/explore/68131597000000002300db6c?xsec_token=ABLdJf8f1_yFiNH7xoMiNFbJs3tO9Db3lMP1or8CM0Pqk=,68131597000000002300db6c,
2025-05-19,口碑通,车内,车内整洁,车内整洁,这个世界不能缺女司机,3,147,,,,,150,200,1.33,https://www.xiaohongshu.com/explore/68209edc00000000210036a0?xsec_token=ABGv9XFyefZkuWGXR_rwyjb0c6AHqo2dV2V4JeMRBzSgg=,68209edc00000000210036a0,
2025-05-19,口碑通,车内,司机自发装置,车内整洁,滴滴打车太有意思了,8,100,,,,,108,200,1.85,https://www.xiaohongshu.com/explore/681d8736000000000c03b3d3?xsec_token=ABdO-2LgAL_qGqzIcnNiEmyTSRVuPEom2T_2koxd_JZaY=,681d8736000000000c03b3d3,
