发布时间,笔记标题,笔记链接,笔记内容,点赞量,收藏量,评论量,分享量,互动量,博主昵称,概括,内容类型,正负向,业务线,渠道类型,具体产品/场景,笔记ID,是否剔除,是否剔除.输出结果
2026-06-24 12:44:28,手机落在车上，工作手机里没余额，翻遍包里只找出几十块现金，只能拿这点钱当作酬劳感谢师傅，心里真的十分感激,https://www.iesdouyin.com/share/video/7654818280775601766,"手机落在车上，工作手机里没余额，翻遍包里只找出几十块现金，只能拿这点钱当作酬劳感谢师傅，心里真的十分感激。#好人好事 #滴滴司机 #好人一生平安传递正能量 #感谢 #上热门🔥

【第1个视频中的语音内容】
谢谢你我这次怎么感谢你呢我捉了60块钱你不要你这是我的血液你以为是吗我这数据你干什么谢谢",84,1,26,0,111,青峰幼儿园,乘客手机遗落在滴滴车上，司机归还后乘客用几十元现金作为酬劳表示感谢,司机,正向,网约车,抖音,失物返还,7654818280775601766,,
2026-06-23 06:37:47,滴滴清凉夏日送香卡，司乘和谐暖人心,https://www.iesdouyin.com/share/video/7654352701840976820#ocr,"滴滴清凉夏日送香卡，司乘和谐暖人心！#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报

【第1个视频中的语音内容】
大家好 我是在广州跑滴滴的亮亮刚刚我已经收到了咱们公司为我发出的一个假日清凉小卡片这个小卡片的话呢一拆开就有一种淡淡的清香而且的话也是非常的好玩的也可以送给乘客让乘客呢感受到我们滴滴公司的一个用心服务下面跟着我的镜头我带大家看一下吧兄弟们兄弟们夏日小香卡已经收到了这些小香卡的话是非常精美的到时候的话也可以然后的话下面还有一个挂在这个位置的挂在这个位置这个还可以撞一下这个我知道然后这个牌的话也可以挂在咱们这个附座上面非常的期待咱们弟弟给咱们送的礼物都是非常精美的很喜欢谢谢我们的滴滴公司来给你们种两个香薰小蚝对 祝你们章午节快乐玩开心点拜拜",198,0,37,0,235,广州滴滴亮亮,司机展示收到的滴滴夏日香卡礼物，介绍可挂在车内或赠送给乘客以提升服务体验,车内,正向,网约车,抖音,香卡,7654352701840976820,,
2026-06-23 09:27:04,#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报,https://www.iesdouyin.com/share/video/7654396325883397494#ocr,"#滴滴夏季香卡
#滴滴夏日小乘凉
#滴滴好服务有回报

【第1个视频中的语音内容】
大家好我是容昌跑滴滴的龙师傅本期画题滴滴夏季相卡滴滴夏日小车梁今天和大家分享一下就是这个滴滴夏卡片随着最近我们容昌这边的天气就是一个阴雨天阴雨天大家跑车的滴滴师傅都知道我们车里面长期都会散发出一种那种比较水车水车的味道但是最近我用上了这个滴滴相卡之后就大大了减少了这种水车的味道就是因为车里面曾经有种香卡有种香味马上发出来这种水车的味道就不怎么明显所以说我自己都能感受得到很多乘客都说其他车里面还有那种车的味道你这个车里面为什么没有呢就是因为用了这个滴滴的香卡片所以说很多司机还没用上还可以赶紧去用上乘客反应非常好一直都在夸张车里面这个味道比较很舒服很清爽而且这个小卡片也送的差不多了有几张了说完了话就没有了希望这期视频对了那些这种阴雨天有困扰的车里面有预备有困扰的师傅有所帮助可以去放一些这些小卡片三卡片骑车我们车里面的一个城城环境给乘客带来更好的乘车体验把这期视频希望对跑车的第四步有所帮助谢谢",71,0,3,0,74,龙队（滴滴达人计划）👍,滴滴司机分享使用滴滴夏季香卡改善车内阴雨天气导致的霉味，获得乘客好评，建议其他司机使用以提升乘车体验。,车内,正向,网约车,抖音,香卡,7654396325883397494,,
2026-06-22 21:45:07,滴滴清凉夏日送香卡，司乘和谐暖人心,https://www.iesdouyin.com/share/video/7654215433817605248#ocr,"滴滴清凉夏日送香卡，司乘和谐暖人心！#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报

【第1个视频中的语音内容】
各位英修的伍小伙伴大家好我是在广州跑滴滴的亮亮刚刚我已经说到了咱们公司为我发出的一个夏日清凉小卡片这个小卡片的话一拆开就有一种淡淡的清香而且的话也是非常的好玩的也可以送给乘客让乘客感受到我们滴滴公司的一个用心服务下面跟着我的镜头我带大家看一下吧兄弟们你们看我现在把这个夏日小卡片放在车上了一下子的话呢就感受就感觉到这里里面全部都是一个滴滴的一个压房氛围这个小卡片的话到时候是可以拆开送给成特的有我是小孩子的话都是特别的喜欢这里的话呢也是可以让你这个氛围感已经直接拉满了收到的小伙伴赶紧的装起来吧来送你们两个小卡片祝你们天天开心啊谢谢谢谢",179,0,31,0,210,广州滴滴亮亮,司机展示滴滴发放的夏日清凉香卡，将其布置在车内并计划赠送给乘客以营造氛围、传递服务心意,地广/活动,正向,品牌,抖音,香卡,7654215433817605248,,
2026-06-23 09:35:22,#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报,https://www.iesdouyin.com/share/video/7654398464206493439#ocr,"#滴滴夏季香卡
#滴滴夏日小乘凉
#滴滴好服务有回报

【第1个视频中的语音内容】
大家好我是龙仓跑滴滴的龙师傅本期话题滴滴相机相卡滴滴笑着笑着凉这期好大家分享一下就是我们车里面用的这个滴滴小相卡的好这个滴滴相卡的话滴滴这边已经用了大概快一个星期的时间受到了非常多的惩罚好评今天和大家分享一下就是昨天一个程度有一个成票拉了一个小朋友他妈妈早上拉了车去书小朋友在车上拉脾气非常心情不好心情不好他妈妈也很烦躁然后我看到他两个都不太开心我姐姐就给小朋友送了一个小卡片我说小朋友你看你要不需要一个这个就是这边送给你很香的这小朋友他当时没说话然后我给他说他就拿着了拿着之后他还是拆开了之后非常还是非常开心的他就叫妈妈给他打开他妈妈打开了之后这个好香啊然后他两个就慢慢的就化解了他们之间的一个矛盾所以说我们车里面啊可以真的背着这些小女品特别是小朋友有的事我还是很喜欢的哎他们有小朋友嘛对一个新鲜是新鲜的东西是非常感兴趣的因为我家的小孩跟我拿回的时候他也飞了要一个哎我给他拿了一个所以说哎大家在车里面背上这些小女物啊不不一式可以改善我们车内的一个城市环境二是呢有的时候啊一些小一些小女物啊可以增加乘客的一些城市体验化解一些乘客的一些矛盾这时候呢大家在平在车里面呢可以赶紧去背上这些哎这个相卡片小礼物啊我车上用的效果是非常好乘客反应非常好而且也经常给我好减这些东西也提升了我的一些不分所以说是非常有好处的希望这些视频呢可以给那些律师傅带来一些帮助提升质量啊或者乘客机就分呐喊带一些帮助这些视频就到这里谢谢大家",82,0,5,0,87,龙队（滴滴达人计划）👍,司机分享使用滴滴夏季香卡的经验，讲述通过赠送香卡给发脾气的小朋友化解母子矛盾的故事，建议其他司机准备小礼品提升服务质量和乘客体验。,司机,正向,网约车,抖音,香卡,7654398464206493439,,
2026-06-24 09:40:51,#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报,https://www.iesdouyin.com/share/video/7654770963493510565#ocr,"#滴滴夏季香卡 
#滴滴夏日小乘凉
#滴滴好服务有回报

【第1个视频中的语音内容】
哈嘍 各位朋友們 大家早上好滴滴 香卡來了 滴滴 夏日小晨涼為了跟乘客營造一個乾淨整潔的一個車類環境滴滴這邊發放了一些物料給我們因為夏天假日來了嘛 比較不熱滴滴這邊也發放了一些掛件比如說這個提醒牌 空調车窗 运车不是都可以提前给我们讲这边夏日小成良比较清新的一个味道还有我们可以送给乘客随处带走的一个下机相卡我们重新这边是一个橘子冰棒这是放在我们的扶手箱是可以让乘客带走的车内收拾干净整洁卫生也让乘客眼前一亮這也是大大提升了我們讓乘客有一個更好的乘車環境是非常有必要的也提升了乘客對我們的一個好感度也讓乘客對這筆訂單打好評的劇率增加提醒很重要空調車窗這些不合適比如說空調不合適可以進行調節让乘客感觉有比较坐这个车嘛就感觉比较我们司机比较在乎这边订单啊也站在乘客的角度上让乘客有一个干净整结而且比较舒适的一个乘车环境是非常有必要的啊这就是我的尹韵车辆打造夏日乘辆的一个车内环境",153,0,23,0,176,重庆滴滴姚师傅,司机展示滴滴平台发放的夏季香卡、空调提醒牌等车内物料，用于改善车内环境提升乘客体验。,车内,正向,网约车,抖音,香卡,7654770963493510565,,
2026-06-24 10:46:39,滴滴呀 你家代言人怎么这么萌呀,https://www.iesdouyin.com/share/video/7654787920742418107,"滴滴呀 你家代言人怎么这么萌呀！
#王安宇#滴滴出行网约车青春代言人王安宇#蔚来王安宇

【第1张图片中的文字内容】
滴滴
滴滴
jiangjiangss丸师傳团內您接单

【第2张图片中的文字内容】
滴滴
滴滴
jiangjiangss丸师傳团內您接单

【第3张图片中的文字内容】
囗滴滴
• 滴滴
jiangjiangn丸师傳品內您接单

【第4张图片中的文字内容】
滴滴
滴滴
jiangjiang~丸师傅已为您接单

【第5张图片中的文字内容】
滴滴
滴滴
jiangjiang~丸师傅已为您接单

【第6张图片中的文字内容】
囗滴滴
• 滴滴
jiangjiang~丸师傅已为您接单

【第7张图片中的文字内容】
滴滴
• 滴滴
蔚来
NIO
fiangjang～丸师傅忌为您接单

【第8张图片中的文字内容】
滴滴
• 滴滴
蔚来
NIO
fiangjang～丸师傅忌为您接单

【第9张图片中的文字内容】
囗滴滴
滴滴
蔚来
NIO
2
fiangjang～丸师傅尽为您接单

【第10张图片中的文字内容】
滴滴
滴滴
蔚来
NIO
20
fiangjiang～丸师傅已为您接单

【第11张图片中的文字内容】
滴滴
滴滴
蔚来
NIO
20
fiangjiang～丸师傅已为您接单

【第12张图片中的文字内容】
囗滴滴
滴滴
蔚来
NIO
fangjang~丸师傅已为您接单

【第1个视频中的语音内容】
坐下 坐上我的副駕你打扮的还是一样 很热辣我游戏太麻麻就把势力过大但只要你需要我能把信息设下来 送给我的女孩我真的钱太多了需要你来离开Rose go Cartier 跑车我有机台我却只想早上能从你身边醒来春暖的花开 带走冬天的感伤微风吹来浪漫",91,4,0,12,107,鱼丸星星toi,展示滴滴出行新代言人王安宇相关的APP接单提示音界面，夸赞代言人很萌,地广/活动,正向,品牌,抖音,品牌,7654787920742418107,,
2026-06-24 12:38:44,#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报,https://www.iesdouyin.com/share/video/7654816804150393482#ocr,"#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报

【第1个视频中的语音内容】
哈嘍大家好我是滴滴十幾米悠然咱們平台給咱們免費有機的香港的已經到了不是那種往上慢的廉價相片這個質感特別好慢慢的下日去清爽風格圖案都是這種夏天的小清新設計看著就兩塊乾淨掛在車領的送給這個氛圍乾冷就拉慢了大相卡掛在附加頭枕後面不當視野,也不影響乘客小相卡,咱們請他給送的折子盒子放進去,真正機器的擺放在中央的扶手台上看著也特別的規整送給乘客時,也須拿須取,比較方便師傅們都知道,夏天跑車車子天天報曬車裡頭也看著城門還感覺亞裔換上這款夏季的專屬箱卡一夜望去是清爽乾淨味道也是淡淡的傾向不刺鼻也不用扔可以上車的第一感覺就是舒服就專業咱們這個箱卡它是可以經過自解認證的咱們把車廂內的這個環境衛生做好,整潔,乾淨,清爽這些服務都小細節做好了,好評自然多服務份高了,咱們就有有血派單的傾斜好服務,有好回報",74,0,15,0,89,梅悠冉,司机展示滴滴平台发放的夏季香卡，介绍其设计质感、车内摆放方式及清爽香味，说明通过改善车内环境可提升乘客体验和服务分。,车内,正向,网约车,抖音,香卡,7654816804150393482,,
2026-06-24 13:52:03,#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报,https://www.iesdouyin.com/share/video/7654835697514644443#ocr,"#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报

【第1个视频中的语音内容】
哦大家好我是滴滴四季美悠然一切夏天跑车呢最怕的就是车内有意味这样呢很容易就受到差评影响咱们的服务法平台呢也是给咱们之所及想咱们之所想吧给咱们免费尤其的这个夏日乡卡给我们带来了夏日的小成粮大乡卡呢挂在附加后小乡卡呢放在中控我们送给乘客也为他们带了一丝夏儿的清凉这个橘子冰棒相卡设计感的细节拉满气和拇指的凹槽设计被华手方便操作可以说一张小小的相卡解决了夏天车厢有意味的问题乘客坐着舒服也愿意跌好平我们的服务方也就越来越稳幼稚订单也越来越多让我们转起来把好服务转起来把好用情转起来美好出行低低出行带你去往每一种生活",74,0,19,0,93,梅悠冉,滴滴司机展示平台免费发放的夏季香卡，用于改善车内异味、提升乘客乘车体验和司机服务分,车内,正向,网约车,抖音,香卡,7654835697514644443,,
2026-06-20 18:08:45,#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报,https://www.iesdouyin.com/share/video/7653417506778453433#ocr,"#滴滴夏季香卡
#滴滴夏日小乘凉  #滴滴好服务有回报

【第1个视频中的语音内容】
跑火烟车拼的就是耐心和细节夏季跑车想要稳住流水稳住口碑不用刻意费力内卷把基础的车内环境做好就是最高的性价比这个运营技巧一张夏季大摘卡挂在附加室投准后方即使装饰也是实用好物颜值与功能双向在线视觉像,规整干净的挂室让车内换言一心摆脱夏日沉闷枯燥的氛围锈纠上持续散香除味时刻保持车内空气清新通透完美解决了夏日车内闷热意味潮湿的所有问题对于我们跑的跑车的对地师傅来讲只是随手一个简单的操作就能给乘客带来极致的乘车体验大幅提升司乘的做车体验用心打理每一处乘类细节给乘客干净清爽的舒适出身环境不仅能让自己开车时心情更舒尚环节跑车疲惫更能持续积累好口碑拉高综合服务分在单击稳留水忘记冲高分4是所有的网友车下季必学的实用小技巧感谢滴滴片台送的小鲜卡",69,0,3,0,72,魔都滴哥,司机分享使用滴滴夏季香卡改善车内环境除味、提升乘客乘车体验的经验,车内,正向,网约车,抖音,香卡,7653417506778453433,,
2026-06-24 12:15:12,#王安宇 #滴滴出行 #幸运抽中,https://www.iesdouyin.com/share/video/7654810738905718885,"#王安宇 #滴滴出行 #幸运抽中

【第1张图片中的文字内容】
11:361
「宇」你一起去往每一种。
网的平請者代E！
恭喜您抽中•
◎
填写收货地垭
你要吗
被溺爱了。
我靠
你抽到了！
要要要！
地址发来
小抖音号：Tt12280811

【第2张图片中的文字内容】
11:361
「宇」你一起去往每一种。
网的平請者代E！
恭喜您抽中•
◎
填写收货地垭
你要吗
被溺爱了。
我靠
你抽到了！
要要要！
地址发来
小抖音号：Tt12280811

【第3张图片中的文字内容】
11:364
「宇」你一起去往司一种…
1◎
王安宇
蒸享您抽中•
车酱遗卡
填写畋货地址
你要吗
被溺爱了。
我靠
你抽到了！
要要要！
地址发来
J 抖音号：Tt12280811

【第4张图片中的文字内容】
11:364
…6日
「宇」你一起去往每一种。
◎
网的车清者代亘人
上安宇
恭壽您抽中•
三窆遗卡
填写收货地址
你要吗
被溺爱了。
我靠
你抽到了！
要要要！
地址发来

【第5张图片中的文字内容】
11:364
…6日
「宇」你一起去往每一种。
◎
网的车清者代亘人
上安宇
恭壽您抽中•
三窆遗卡
填写收货地址
你要吗
被溺爱了。
我靠
你抽到了！
要要要！
地址发来

【第6张图片中的文字内容】
11:364
「宇」你一起去往司一种…
1◎
网的车清寄/人
王安宇
蒸喜您抽中，
车酱遗卡
填写畋货地址
你要吗
被溺爱了。
我靠
你抽到了！
要要要！
地址发来

【第1个视频中的语音内容】
Listen boy, this is my first love story.This is my angel and the girls have felt shy.",103,2,89,340,534,°ʚ小小娜大王ɞ°,用户分享参与滴滴出行与王安宇相关的品牌抽奖活动并中奖的截图,地广/活动,正向,品牌,抖音,品牌,7654810738905718885,,
2026-06-24 19:46:20,出差返程回深圳，遇到一位有趣的网约车司机先生，车上有一本子，就有了今天的记录,https://www.iesdouyin.com/share/video/7654926996971281818,"出差返程回深圳，遇到一位有趣的网约车司机先生，车上有一本子，就有了今天的记录。
人人都在自愈，人人都有前路。#人间众生相#与生活和解 #城市赶路人#生活的苦与甜 
#真实生活分享计划

【第1张图片中的文字内容】
也灯燉遊到最丁方
很積糕
太發了
“服务太雙啦，
我想夸夸司机”
点司机头像 奖期司 一个
“大拘指
不妨说说你的最近那些值得高兴的事
让你意难平的琐碎无人诉说的小废话
也可以形容
今天的心情近期的小目标
留下一段共勉的话署名加上日期
乘车途中放下手机想想近况那些生活的苦与甜
可以看到其实大家都在努力追求美好生活
生活远没有你想象的那么糟糕
最后祝大家旅途愉快阖家幸福
伞亮
菜欢知名加充立
主总是危满波料
最重要的是演你.
爱的人。珍以在一起的.

【第2张图片中的文字内容】
也灯燉遊到最丁方
很積糕
太發了
“服务太雙啦，
我想夸夸司机”
点司机头像 奖期司 一个
“大拘指
不妨说说你的最近那些值得高兴的事
让你意难平的琐碎无人诉说的小废话
也可以形容
今天的心情近期的小目标
留下一段共勉的话署名加上日期
乘车途中放下手机想想近况那些生活的苦与甜
可以看到其实大家都在努力追求美好生活
生活远没有你想象的那么糟糕
最后祝大家旅途愉快阖家幸福
伞亮
菜欢知名加充立
主总是危满波料
最重要的是演你.
爱的人。珍以在一起的.

【第3张图片中的文字内容】
四打单控到是不刀
很積糕
一般般
太赞了
“服务太發啦，
我想夸夸司机”
点司机头你奖励司机一个
“大與指
不妨说说你的最近那些值得高兴的事
的琐碎无人诉说的小废话
也可！
的心情近期的小目标
留下一段共勉的话署名加上日期
乘车途中放下手机想想近况那些生活的苦与甜
可以看到其实大家都在努力追求美好生活
生活远没有你想象的那么糟糕
最后祝大家旅途愉快阖家幸福
卡上亮
原途量
森欢名加充生
主总是危满浪料
重要的是猪你
爱的人，五今上在一起么.
J

【第4张图片中的文字内容】
很種糕
太澱了
“服务太雙啦，
我想夸奇司机”
点司机头你奖期司机一个
“大拘指
不妨说说你的最近那些值得高兴的事
让你意难平的琐碎无人诉说的小废话
也可以形容
今天的心情近期的小目标
留下一段共勉的话署名加上日期
乘车途中放下手机想想近况那些生活的苦与甜
可以看到其实大家都在努力追求美好生活
生活远没有你想象的那么糟糕
最后祝大家旅途愉快阖家幸福
伞下亮
創定产
森欢名即社生
主总是危满浪新
者重要的是演情你
爱的人。玲惜在一起的

【第5张图片中的文字内容】
很種糕
太澱了
“服务太雙啦，
我想夸奇司机”
点司机头你奖期司机一个
“大拘指
不妨说说你的最近那些值得高兴的事
让你意难平的琐碎无人诉说的小废话
也可以形容
今天的心情近期的小目标
留下一段共勉的话署名加上日期
乘车途中放下手机想想近况那些生活的苦与甜
可以看到其实大家都在努力追求美好生活
生活远没有你想象的那么糟糕
最后祝大家旅途愉快阖家幸福
伞下亮
創定产
森欢名即社生
主总是危满浪新
者重要的是演情你
爱的人。玲惜在一起的

【第6张图片中的文字内容】
四打单控到是不刀
很積糕
一般般
太赞了
“服务太發啦，
我想夸夸司机”
点司机头你奖励司机一个
“大與指
不妨说说你的最近那些值得高兴的事
的琐碎无人诉说的小废话
也可！
的心情近期的小目标
留下一段共勉的话署名加上日期
乘车途中放下手机想想近况那些生活的苦与甜
可以看到其实大家都在努力追求美好生活
生活远没有你想象的那么糟糕
最后祝大家旅途愉快阖家幸福
卡上亮
原途量
森欢名加充生
主总是危满浪料
重要加是流你
愛的人、2上在一起么.

【第7张图片中的文字内容】
Date.
2026.6.23.
世界比我想象中更膀呢
“一重复的每一天都是给我和会
提炼生活的深刻”.给了我不一样
的祝野，我也重這着相像又不相像
～每一天，到结地往前走、现在同时
有着前进的脚和后邀的心.
希望你我都能更好地
感受重复确一天。
小抖音号：118315660
去上
在我市
找已3
废成
没有了
我不
不想
今年
希阅

【第8张图片中的文字内容】
Date.
2026.6.23.
世界比我想象中更膀呢
“一重复的每一天都是给我和会
提炼生活的深刻”.给了我不一样
的祝野，我也重這着相像又不相像
～每一天，到结地往前走、现在同时
有着前进的脚和后邀的心.
希望你我都能更好地
感受重复确一天。
小抖音号：118315660
去上
在我市
找已3
废成
没有了
我不
不想
今年
希阅

【第9张图片中的文字内容】
Date.
2026.6.13.
世界比我想象中央隔怖
“一重复的每一天都是给我和会
提炼生活的深刻”.给了我不一样
的祝野。我也重豆着相像又不相像
～每一天，纠结地往前走、敢在同时
有着前进的脚和后邀的心.
希望你我都能更好地
感受重海每一天.
小抖音号：118315660
去上
｛3
经足
e星在1
在我節
废成
没有了
我不
不
今年

【第10张图片中的文字内容】
Date.
2026.6.13.
世界比我想象中更膀弦。
“重复的每一天都是给我批会
提淋生活的深刻”.给了我不一样
的祝野。我也真豆着相像又不相像
～每一天，到结地往前走，现在同时
有着前进的脚和后邀的心.
希望你我都能更好地
感受重复研每一天。
去上
私
经迟
在我節
废成
没有了
我不

【第11张图片中的文字内容】
Date.
2026.6.13.
世界比我想象中更膀弦。
“重复的每一天都是给我批会
提淋生活的深刻”.给了我不一样
的祝野。我也真豆着相像又不相像
～每一天，到结地往前走，现在同时
有着前进的脚和后邀的心.
希望你我都能更好地
感受重复研每一天。
去上
私
经迟
在我節
废成
没有了
我不

【第12张图片中的文字内容】
Date.
2026.6.1.
世界比我想象中央隔怖
“一重复的每一天都是给我和会
提炼生活的深刻”.给了我不一样
的祝野。我也重豆着相像又不相像
～每一天，纠结地往前走、敢在同时
有着前进的脚和后邀的心.
希望你我都能更好地
感受重复确每一天。
．
去上
｛3
经足
白星在1
在我節
废成
没有了
我不

【第1个视频中的语音内容】
字幕by索兰娅",60,6,6,9,81,再也不熬夜,用户出差返程回深圳遇到一位有趣的网约车司机，车上设有留言本供乘客记录心情、留言和互动,司机,正向,网约车,抖音,留言本,7654926996971281818,,
2026-06-23 21:44:21,#滴滴好服务有回报#百丽好服务手势舞挑战,https://www.iesdouyin.com/share/video/7654586322934629987#ocr,"#滴滴好服务有回报#百丽好服务手势舞挑战

【第1个视频中的语音内容】
撤入功本向前好服没有重点大家好我在银口跑低于老师傅跑往事还选择滴滴大平台只有好的服务才会有好的回报给大家看一看今天我的流水怎么样轻松的将近300多了都是用我的好服务换来的好流水只有认真的服务每一名乘客才能平台才会给你派优质的订单认为你是一个合格的网易试试机随说跑往也是来选择滴滴大平台用好的服务换好的回报好了 抽车了",74,0,8,0,82,混也是一种生活,滴滴司机分享当日跑单流水300多元，强调只有提供好服务才能获得好回报和优质订单，展示选择滴滴大平台跑网约车的收益。,司机,正向,网约车,抖音,司机服务,7654586322934629987,,
2026-06-24 12:19:14,#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报,https://www.iesdouyin.com/share/video/7654811776382615737#ocr,"#滴滴夏季香卡 #滴滴夏日小乘凉 #滴滴好服务有回报

【第1个视频中的语音内容】
所以你們做好滴滴下雨小撐涼我們每天出車的時候一定要保持抽裂整潔在出車之前一定要把抽裂點擦拭乾淨保持抽裂環境整潔這樣讓撐客撐車的時候有更好的體驗兵志如歸的感覺像滴滴給我們發販了什麼裝飾品那比如這個卡片可以賺的還有下雨小撐涼的箱卡这个就是给秤客的小礼物它是比较精致的看到了吧这个就是放在这里给每个秤客一个小的惊喜这个平时秤客上车的时候有达到惊喜就会给我们点好评这样的话我们的收入就有大的提升所以说我们平时一定要做好服务因为服务越好跟我们收入有密切相关的好了兄弟们我们下期见哦拜拜字幕by索兰娅",69,0,10,0,79,网约车司机老吴,网约车司机展示滴滴发放的夏季香卡，分享通过保持车内整洁和提供乘车小惊喜来提升乘客好评与收入的经验,车内,正向,网约车,抖音,香卡,7654811776382615737,,
2026-06-24 07:33:55,@王安宇 既能在荧幕里演绎百态人生，也能在旅途中穿梭城市烟火,https://www.iesdouyin.com/share/video/7654738256391850210#ocr,"@王安宇 既能在荧幕里演绎百态人生，也能在旅途中穿梭城市烟火！这么真的#王安宇 ，恭喜成为#滴滴出行网约车青春代言人 ！

【第1张图片中的文字内容】
J 抖音量：5別鼠頭0486

【第2张图片中的文字内容】
J 抖音量：5別鼠頭0486

【第3张图片中的文字内容】
J 抖音是：5別鼠頭0486

【第4张图片中的文字内容】
最近一次流泪

【第5张图片中的文字内容】
最近一次流泪

【第6张图片中的文字内容】
最近一次流泪

【第7张图片中的文字内容】
小料音号531550486

【第8张图片中的文字内容】
小料音号531550486

【第9张图片中的文字内容】
小料音号：5315570486

【第10张图片中的文字内容】
杀青会得一场杀青病

【第11张图片中的文字内容】
杀青会得一场杀青病

【第12张图片中的文字内容】
杀青会得一场杀青病

【第1个视频中的语音内容】
最近一次流淚",87,5,2,5,99,安宁+1,王安宇成为滴滴出行网约车青春代言人的品牌官宣宣传,地广/活动,正向,品牌,抖音,品牌,7654738256391850210,,
2026-06-25 18:18:40,滴滴出行你让人觉得你真的很ex，下大雨，加价之后你到是来车啊，3公里不到，要15块钱，连15都看不上了吗，还不给派车，在外面淋10分钟雨，说实话一年在滴滴花都钱,https://www.douyin.com/video/7655275493478258810,滴滴出行你让人觉得你真的很ex，下大雨，加价之后你到是来车啊，3公里不到，要15块钱，连15都看不上了吗，还不给派车，在外面淋10分钟雨，说实话一年在滴滴花都钱也不少了吧，v6的会员像沙茶一样在雨里等车，后来加到17元还不派车，我就抱着试一试的态度打的高德，结果人家7块钱就接单了，滴滴你吃相别太难看行不行啊#滴滴出行#高德地图打车,4,0,0,0,4,日行一善积大德、日行两善积积大大德,用户抱怨下雨天滴滴加价后仍长时间不派车，等待10分钟未果，而高德低价快速接单，质疑滴滴派单机制和价格策略。,平台客服投诉,负向,网约车,抖音,系统/派单问题,7655275493478258810,,
2026-06-25 17:51:02,都说网约车“臭”,https://www.douyin.com/video/7655268370489666939,都说网约车“臭”！这次我就来一遍最真实的评测～#网约车 #生活 #测评,4,2,0,0,6,老梁说车,博主对网约车异味问题进行真实评测,车内环境投诉,负向,网约车,抖音,烟味/异味,7655268370489666939,,
2026-06-25 17:34:23,一年零三个月了 蔡师傅 你还恨我吗,https://www.douyin.com/video/7655264078328015835,一年零三个月了 蔡师傅 你还恨我吗,5,0,2,0,7,千秋,乘客在抖音发布内容，提及一年零三个月前与司机蔡师傅的过往经历，询问对方是否仍怀恨在心,司机,中性,网约车,抖音,司乘互动,7655264078328015835,,
2026-06-25 17:16:01,也是很招了哥们🤣🤣#滴滴奇葩订单,https://www.douyin.com/video/7655259345144107259,也是很招了哥们🤣🤣#滴滴奇葩订单,20,0,16,7,43,无能猎犬被莫桑比克反复氢饭,用户分享遇到的滴滴奇葩订单经历,场景,中性,网约车,抖音,无匹配类别,7655259345144107259,,
2026-06-25 16:57:03,#滴滴美好瞬间,https://www.douyin.com/video/7655254451141958116,#滴滴美好瞬间,2,0,1,0,3,临界の星空,用户参与滴滴'美好瞬间'话题活动，分享出行温暖瞬间,地广/活动,正向,品牌,抖音,品牌,7655254451141958116,,
2026-06-25 16:45:59,竟然有这么多无证运营的网约车,https://www.douyin.com/video/7655251582346399019,竟然有这么多无证运营的网约车! 你信吗？你打的网约车，大概率是无证运营的“黑车”。#滴滴出行  #花小猪打车 #黑车,3,0,1,0,4,心中之城pl,视频揭露滴滴等网约车平台存在大量无证运营的“黑车”现象,安全问题,负向,网约车,抖音,无匹配类别,7655251582346399019,,
2026-06-25 16:39:15,#网约车 开始接单起步价6.4，亏个座椅六百四#滴滴司机,https://www.douyin.com/video/7655249873030059429,#网约车 开始接单起步价6.4，亏个座椅六百四#滴滴司机,2,0,1,0,3,Dawn,司机抱怨起步价仅6.4元，但因座椅损坏需承担640元维修费用，收入难以覆盖成本,司机,负向,网约车,抖音,车内脏乱,7655249873030059429,,
2026-06-25 16:34:36,废物利用经常用DD的有福啦#滴滴打车 #网约车出租车 #好玩又会省 #出行交通工具,https://www.douyin.com/video/7655248673212256630,废物利用经常用DD的有福啦#滴滴打车 #网约车出租车 #好玩又会省 #出行交通工具,6,3,6,0,15,DD✅3K起收（不回私信）,表示经常使用滴滴打车的用户有福利，强调好玩又省钱,产品力,正向,网约车,抖音,价格优惠,7655248673212256630,,
2026-06-25 16:33:17,废物利用经常用DD的有福啦#滴滴打车 #网约车出租车 #好玩又会省 #出行交通工具推荐,https://www.douyin.com/video/7655248332713600763,废物利用经常用DD的有福啦#滴滴打车 #网约车出租车 #好玩又会省 #出行交通工具推荐,6,3,6,2,17,DD✅3K起收（不回私信）,分享滴滴打车省钱技巧或优惠活动，称经常使用滴滴的用户可以享受福利,产品力,正向,网约车,抖音,价格优惠,7655248332713600763,,
