发布时间,笔记标题,笔记链接,笔记内容,点赞量,收藏量,评论量,分享量,互动量,博主昵称,概括,内容类型,正负向,业务线,渠道类型,具体产品/场景,笔记ID,是否剔除,是否剔除.输出结果
2026/3/17,好尴尬啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,https://www.xiaohongshu.com/explore/69b8ef78000000002103a7e4?xsec_token=ABy9GdyUHHj8huXADrLRJXmnP3aTEV7da4Z9sChwBsvgw=,"今天上班打滴滴
司机一直在说话
出于礼貌我句句有回应
大概聊了五分钟
司机转头对我说:
你好 能安静一会儿嘛
我在跟我老婆打电话
然后我们两个人都沉默了…#发疯文学[话题]# #搞笑[话题]# #把人笑拥了[话题]# #不要太搞笑[话题]# #让大家见笑了[话题]# #热门[话题]#",9,0,3,0,12,菠萝催学,“我”在滴滴上出于礼貌回应司机说话五分钟后，才得知司机在和他老婆打电话，两人随后都沉默了。,司机,正向,网约车,小红书,通勤上下班,69b8ef78000000002103a7e4,,
2026/3/17,滴滴司机告诉了我们这些…,https://www.xiaohongshu.com/explore/69b7c073000000001d01cc7d?xsec_token=ABteGb-9QARrhINS_6dgyLbUUaMTRvX3NYyeMBp2Fmi-A=,"聚焦职业归属感与长期保障：新就业保障要让“未来有依靠”
🌃深夜倾听滴滴司机心声：灵活就业，也需要稳稳的幸福
夜晚的道路上，网约车司机是城市的摆渡人。他们穿梭在灯火之间，连接着每一个晚归的人。在与多位夜间司机的深入交流中，我们发现，比起一时的收入，他们更在意这份工作能不能长久干、放心干、有尊严地干。
受访司机中，不少人已经将网约车作为长期职业选择，他们关心的不仅是当天的订单，更是职业安全、健康保障、社会保障、职业归属感等长期问题。夜间行车风险更高、作息不规律、体力消耗大，他们希望在职业伤害保障、医疗关怀、安全防护、福利支持上得到更多覆盖，让灵活就业不再“无依无靠”，让新业态劳动者也能拥有稳定的兜底保障。
从这次温暖的夜访中我们感受到，新就业形态已经成为千万家庭的重要收入支撑。完善新就业群体保障，不仅要解决眼前的收入、纠纷问题，更要搭建长期、稳定、可持续的保障体系，推动社保覆盖、职业安全、健康关怀、工会服务向新业态延伸，让网约车司机、外卖员、快递员等新就业劳动者，都能在城市里找到归属感，在奋斗中拥有安全感。
每一份职业都值得尊重，每一份努力都应被守护。愿新就业群体，劳有所保、心有所安、未来可期。
#新就业形态[话题]# #劳动者保障[话题]# #网约车司机关怀[话题]# #城市守护者[话题]#",0,0,0,0,0,启明灯新职驿,新就业保障需关注职业归属感与长期保障，搭建长期稳定可持续的保障体系以让新就业劳动者未来有依靠。,司机,正向,网约车,小红书,无匹配类别,69b7c073000000001d01cc7d,,
2026/3/18,滴滴的这个优先女司机🌸 功能 好评,https://www.xiaohongshu.com/explore/69b97f4b000000001a025f04?xsec_token=AB98dphKY-NFEQethyEEoheEt7QrFzcolAAGr0aSCjQ38=,"所有女人们看过来！滴滴上打车前先看右下角优先女司机的标识点进去，把偏好设置成“全天优先呼叫女司机”半夜打车新发现的功能。目前本人还在试用阶段，不知道是否推荐女司机的概率会更大，后续会继续反馈！
#网约车[话题]# #就要女司机[话题]# #就喜欢女司机[话题]# #女司机车厢都是香喷喷的[话题]# #不想打到臭车烂车烟车[话题]#",3,0,0,0,3,妳在说什么,一位女性用户分享在滴滴打车时可设置“全天优先呼叫女司机”的功能，目前处于试用阶段，后续会反馈推荐概率。,产品力,正向,网约车,小红书,女性友好计划,69b97f4b000000001a025f04,,
2026/3/17,也就是女司机 我才愿意等这么久 甚至更久,https://www.xiaohongshu.com/explore/69b957a800000000230173fd?xsec_token=AB98dphKY-NFEQethyEEoheGfukpfeYuNu8ayrksslzYc=,"滴滴女性友好出行真的很棒哎
移动的花花也可爱
小姐姐司机的车车都是香香的
就是只能前30秒叫女性司机的车
过了30秒就不行了

#手握方向盘的女孩[话题]# #滴滴女性安全[话题]# #滴滴女性友好[话题]#",32,0,6,0,38,种玫瑰的园子,滴滴女性友好出行虽好，车香且有可爱移动花花和女性司机，但仅能前30秒叫女性司机的车。,产品力,正向,网约车,小红书,女性友好计划,69b957a800000000230173fd,,
2026/3/17,滴滴女司机跟我说“谢谢宝贝”,https://www.xiaohongshu.com/explore/69b91593000000001d01df4b?xsec_token=AB98dphKY-NFEQethyEEoheHLCsPOsZJ3B7_r43Hu4U3c=,"赶去参加点映，上车后司机跟我说“感谢您选择女司机”，我说“这是我的荣幸。”

然而今天这趟不巧，车里有浓重的烟味和酸臭，后座还有一根带有咬痕的吸管。我们一路大开着窗户，风一路呼啸。

她仓皇地道歉，说刚刚拉了几个气味重的客人，我含混着冷空气回没关系，大家都不容易，我已经给了好评，您别担心。

在去地铁站的十分钟路程中，我们熟悉了起来。她说我跟她儿子差不多大，想问问我压力大不大，她的儿子总说自己压力大，每当她进一步追问，得到回复总说她不懂年轻人。她又问我结婚了吗？说她的孩子光谈恋爱不结婚，也不想生孩子。

我突然生出的促狭，让我选择对一位只知道姓氏的陌生人坦言，我笑着说我不结婚，也不谈恋爱，从来不。

正逢红灯，她停下来，回头，诧异地望着我，脸上的紫灰色眼影很漂亮，很衬她。

“为什么啊姑娘？”她问，轻轻地，仿佛已经预料到我的回答。

“我感觉和自己相处的时间太少了，我想知道我还能有哪些成长，学哪些知识，还能涉足哪些行业。而且我好像从来没有对其他人心动过，可能有人生来就这样。”我答道。

“您呢？”我问，“您有什么爱好吗？唱歌？跳舞？画画？”她微微闭了眼睛，点了点头，前方车流开始驶动。

“实话告诉你姑娘，阿姨的爱好早被消磨了。”她答，她说自己爱旅游爱自驾，聊到中老年承担的压力，带着茫然与疲累。

目的地就要到了，我们还有十秒。

“读书，好好读书啊姑娘，加油！”她举起了手臂，握了握拳。

“谢谢您，我祝您有时间，更多自己的时间。”
“谢谢宝贝。”

#宝宝辅食[话题]# #女性[话题]# #日常[话题]# #滴滴女司机[话题]#",283,5,23,0,311,啦啦啦,在去参加点映的路上，“我”与一位车内有异味的滴滴女司机一路开着窗交流，她提及儿子的压力与婚恋观，“我”坦言自己不婚不恋想专注自我成长，她分享爱好被消磨及中老年压力，分别时彼此送上“好好读书加油”和“有更多自己的时间”的祝福。,司机,中性,网约车,小红书,烟味/异味,69b91593000000001d01df4b,,
2026/3/17,打车被安利了三个小时无限暖暖,https://www.xiaohongshu.com/explore/69b90407000000001a032332?xsec_token=AB98dphKY-NFEQethyEEoheJCmGG6ndLytR4AuB-MYCI0=,"滴滴打车可以优选女司机
原本以为流程是：上车→尬聊→回家。结果因为我看到车内放了暖暖玩偶，随口问了一句“你也喜欢她吗”，从这一刻开始，一切都变了。
她眼睛一亮：“你也喜欢暖暖？”我：“不算了解，只是在网页刷到过她。”她说：“那我给你讲讲！”我以为是“她挺可爱”五分钟结束。
事实证明，接下来三小时里，暖暖的形象在我眼前不断丰满。
她从暖暖的诞生讲到如今。她甚至直接打开手机相册，点开一个照片给我展示：“你看，这是她跟着姐姐优优环游世界的样子！”讲到细节，她又翻出相册里的其他照片：“你看，她非常的软萌可爱，她在奇迹大陆里冒险并拯救世界，是个勇敢热心温柔治愈的粉毛救世主”她放大一张照片：“她简直是一块粉粉嫩嫩的小蛋糕！”
我点头如捣蒜。我只是偶尔看到叠纸的活动，并不熟悉暖暖，但不妨碍我感受到一种强烈的、具象化的热爱。她说暖暖的魅力不止于此。“她会在生日的时候送上生日礼物和祝福，为你捧一天的蛋糕，还去做了公益活动并宣扬中华传统文化”说到最激动的地方，是她上次去参加暖暖线下活动的经历“你知道吗？我为了占第一排的好位置，早早就在排队等了，她听到我的呼唤过来跟我互动的时候把我萌得不行感觉所有的等待都值得了！”
她说这句话的时候，我差点以为她在汇报年度重点项目。
回家后，朋友给我做了理性分析：
能记住暖暖一路走来每件特殊事件的人，大概率十分温柔、情感细腻，喜欢暖暖=有耐心+愿意为快乐买单+善于发现微小幸福，而且万一以后吵架，她会不会说“你等我拍完暖暖照片再吵”，我本人对暖暖兴趣 ≈ 0，会不会哪天约会，她说：“暖暖又举办线下活动！咱们去排队吧？”所以问题来了：如果一个人可以为了暖暖连续输出三小时，但依然记得给你递纸巾、问你要不要续杯，这算是可爱，还是偏执？
我现在的状态是：没和成暖暖时间接触，但已经能分清她的长相；知道她最爱吃的是番茄薯片和奶茶；以及这个人，是真的相信暖暖能治愈全世界。反手给女司机一个好评。
参考文献：
[1]璇璇跟你拼了.和相亲对象约会，被安利三个小时《无限暖暖》[C].北京.2026-1-20
#打车被安利[话题]# #女性友好计划[话题]# #女生话题[话题]# #吃我一口安利[话题]# #网约车[话题]# #无限暖暖[话题]# #抽象[话题]# #暖暖[话题]#",44,0,4,0,48,笨蛋我在想你,用户乘坐滴滴打车时，被喜欢暖暖的女司机连续三小时热情安利暖暖，回家后朋友对女司机的行为进行了理性分析，用户最终给了女司机好评。,司机,中性,网约车,小红书,女司机,69b90407000000001a032332,,
2026/3/17,AI打车好好用！,https://www.xiaohongshu.com/explore/69b96df9000000001b023e8b?xsec_token=AB98dphKY-NFEQethyEEoheCvE2ph4fi208nqj40Unb1U=,"作为一个经常打专车和轻享还会打到臭车的人真的真的没招了……
西安好像最近一个月都是雨天 司机们不知道是怕冷还是怎样根本不会开窗通风 有一次花了我60大洋打专车真的给我臭yue了

前不久点了一下滴滴上面的AI打车好似发现了新大陆
直接输入自己的要求 要清新车 平台就会根据以往乘客对车辆的评分进行分类 然后推荐给你没有臭车差评的车辆 （应该吧）因为我目前打过确实没有臭车了好感动而且今天打到一个轻享非常非常干净！！！简直是我坐过最干净的一次网约车 而且香香的）不满意车型的下面还可以换 这个功能夯顶了好嘛？
个人比较喜欢轻享 因为轻享打到过岚图梦想家 特斯拉和小米等 专车百分之80都是都是汉EV或者e9（西安 之前去厦门福州感觉也都差不多）确实不错但是轻享更年轻化一点感觉 （也有很多轻享车型和快车没区别……比如某旗 我一般就会换掉）#出行交通工具[话题]#
#网约车[话题]#

#滴滴[话题]# #滴滴轻享[话题]# #滴滴专车[话题]#",2,2,0,0,4,Auguta,用户分享自己在西安因雨天司机不开窗常打到有异味的网约车，后发现滴滴AI打车功能可通过输入“要清新车”推荐无臭车差评的车辆，体验良好，还提及个人更偏好轻享车型因其更年轻化且曾打到过干净香氛的车辆。,产品力,正向,专车/豪华车,小红书,AI叫车/AI小滴,69b96df9000000001b023e8b,,
2026/3/18,石家庄的出租车没人管管吗,https://www.xiaohongshu.com/explore/69ba0aac000000001f003c68?xsec_token=AB1pr7zz5_duWgBKxFlN4SmOblKNRSjAnwZIdhr0XgqFo=,"叫了滴滴，出租车固定车费18.8，走的二环，结算时给我加了4块高速路桥费，无语
司机有打表，车费26.8，我上班路途18元打车费，非常熟悉的路线，她给我绕路，先让我打表费26.8支付，我说我从滴滴支付，滴滴给我➕4元，沟通后，她说她不知道，装傻了开始，我说滴滴叫的车按上面规则算，最后线下支付了18.8#出租车[话题]# #石家庄[话题]#",2,0,9,0,11,大橙子,用户反映其在石家庄通过滴滴叫出租车，司机绕路使打表费用达26.8元，且另加4元高速路桥费，沟通后最终线下支付了固定车费18.8元。,司机行为投诉,负向,无匹配类别,小红书,违规收费,69ba0aac000000001f003c68,,
2026/3/17,"无论在哪里，出租车司机的故事好像都很多。
南京最近一直下雨，...",https://www.xiaohongshu.com/explore/69b937cd0000000021005ff0?xsec_token=AB98dphKY-NFEQethyEEoheKvvGH8wv1qVt2wY-n7fBNE=,"无论在哪里，出租车司机的故事好像都很多。
南京最近一直下雨，打了个出租，等了八分钟，司机是一个五六十岁左右的中年大叔。
他问我今天打车容易吗？我反问他，我能等您八分钟说明不容易了吧，听罢，他哈哈大笑。
一路上我俩没太多对话，只是他会一直重复我家这边恐怕没什么客人会打他的车，并用自己的一套逻辑给我分析为什么。
快到家的时候，他迎来了两个单子，我说人生就是这样的。
他又哈哈大笑说道：“你知道吗你这句话说得好，川普也说过。”
我立马回复他：“可别拿我跟他比，我可不喜欢他。”于是，又得到了“哈哈哈”的回应。
距离我家还有五百米左右距离的时候，他说自己2005年拥有了1000万，可是如今开了出租，“人生就是这样”他说，但他现在摆正了心态。
“已到达目的地”滴滴系统提醒了，我要下车了。
“祝你生活顺利”
“也祝你一切顺利，要开开心心啊”

#出租车[话题]# #陌生人[话题]# #人生故事[话题]#",1,0,0,0,1,Ni,南京一位出租车司机在雨天载客途中，与乘客闲聊时分享自己曾拥有1000万如今开出租但已摆正心态的人生经历，并对乘客“人生就是这样”的感慨表示认同。,司机,中性,网约车,小红书,司乘互动,69b937cd0000000021005ff0,,
2026/3/17,最近这种事挺多的，不止我遇到。几年前的出租车，付过了钱的，找...,https://www.xiaohongshu.com/explore/69b92d21000000002302797e?xsec_token=AB98dphKY-NFEQethyEEoheHbEcbg-ZBSjW5ExC-tBHsM=,"最近这种事挺多的，不止我遇到。几年前的出租车，付过了钱的，找出来让付款，给用户找麻烦。大家一起交流一下。
我已经重复支付了，当时正好打车到家，没看清是哪个订单就付了。现在滴滴拒不退回，怎么搞他能拿到最多赔偿。[偷笑R] #滴滴[话题]# #未支付订单[话题]# #滴滴重复支付[话题]#",0,0,5,0,5,漢momo,用户遇到滴滴重复支付且平台拒不退回的问题，想和有类似经历的人交流并寻求获得最多赔偿的方法。,平台客服投诉,负向,网约车,小红书,赔偿不合理,69b92d21000000002302797e,,
2026/3/18,就这样突然闪现让我颜面尽失,https://www.xiaohongshu.com/explore/69b9fcb200000000210063a2?xsec_token=AB98dphKY-NFEQethyEEoheMKIhq3lTaDFVILpzIzGXK4=,"现在打车真的肉疼钱包在滴血
上周本来只是抱着试试的心态，对着打车软件里的小滴AI碎碎念撒娇
“求你了宝贝发张优惠券疼疼我吧🥺”
结果它真的懂我，直接把优惠甩我面前！
就是在朋友面前打开时显示的聊天记录让我被大大嘲笑，脚趾抠出了城堡，但又被我安利真香了～

#打车省钱攻略[话题]# #懒人出行技巧[话题]# #通勤好物[话题]# #晕车星人救星[话题]# #实用App安利[话题]# #打工人福音[话题]# #出行幸福感[话题]# #生活小妙招[话题]# #智能出行[话题]# #薅羊毛日常[话题]#",1,0,0,0,1,Holiday放假了伐,用户分享了对打车软件里的小滴AI撒娇后获得优惠券的经历，虽因聊天记录被朋友嘲笑，但仍安利此方法。,产品力,正向,网约车,小红书,AI叫车/AI小滴,69b9fcb200000000210063a2,,
2026/3/18,反向拿捏算法指南,https://www.xiaohongshu.com/explore/69b9f6c80000000023021060?xsec_token=AB98dphKY-NFEQethyEEoheJZNCt-RJy_BKdhhWWLL4AM=,"以前总觉得被AI拿捏得死死的。

刷短视频，一刷两小时停不下来；打开购物App，想买把牙刷，结果被推荐了一堆“可能喜欢”的东西，最后牙刷没买，下单了一双鞋；打个车，来的车有没有烟味全看运气。

我管这叫“被算法支配的恐惧”。

直到有一天看到一条评论：“你把AI当爹，它当然支配你；你把AI当狗，它就能为你服务。”

我开始琢磨：能不能反过来，把AI驯化了？

先拿短视频开刀。以前刷到什么看什么，现在我学会了两件事：看到不喜欢的内容，长按点“不感兴趣”，多来几次，那些擦边低质的视频就越来越少；遇到真正有用的内容，看完点赞收藏，告诉算法“我就好这口”。两周下来，首页从消磨时间变成了学习工具——教做饭的、讲历史的、说干货的，刷得我心满意足。

再拿电商下手。以前搜完东西就下单，现在学乖了。想买件冲锋衣，我先搜几次高端品牌，点进去看看又退出来。过两天，首页推荐的从几百块的杂牌变成了几千块的北面。虽然最后还是买了平价款，但至少平台知道我不是那么好糊弄的了。还有一招：看中的东西加购物车晾两天，优惠券自己就送上门。

最难驯的是打车软件。以前全凭运气，来辆烟味车只能忍着。后来发现滴滴那个AI助手挺好用，我开始认真提要求：“要辆没味道的车”“找个安静不尬聊的司机”“后备箱大一点”。一开始也翻车，但我坚持每次都给反馈，好的点赞，差的吐槽。慢慢的，它好像记住我了。现在早上赶飞机，跟小滴说“明早八点去机场，要辆新车”，第二天来的车八九不离十。
回头想想，所谓“驯化”，其实就是学会提要求。AI不是玄学，是个工具——你当工具用，它就是帮手；你当爹供着，它就拿捏你。

#驯化AI指南[话题]##反向拿捏算法[话题]##我和算法的博弈[话题]##当代生活技巧[话题]##原来AI这么好用[话题]##算法通关秘籍[话题]##反向驯化手册[话题]##别让AI拿捏你[话题]##让AI为我服务[话题]##干货分享[话题]#",0,0,0,0,0,云🦋,本文讲述了作者通过主动向AI提要求，在短视频、电商和打车软件等方面反向“驯化”算法，让AI从支配自己变成服务自己的经历和方法。,产品力,正向,网约车,小红书,AI叫车/AI小滴,69b9f6c80000000023021060,,
2026/3/17,紧急情况下打车多了一份保障,https://www.xiaohongshu.com/explore/69b91547000000001f0068cd?xsec_token=AB98dphKY-NFEQethyEEoheJU7GGFIMcn6yOaV2AnfGvw=,"偶然发现了某滴的新功能——居然出了AI打车

本以为只是普通的打车新功能，或者仅仅是又多了一个AI聊天；
点进去发现居然可以提前预约叫车，感觉这个功能真的会派上用场：

万一出门在外遇到手机电量告急的紧急情况🆘，而附近又没有充电宝，打不了车怎么办？此时这个预约叫车就可以派上用场了，真的会让人安心很多啊！
#打车[话题]# #AI[话题]# #新功能[话题]# #便利生活[话题]# #有用[话题]# #轻松出行好帮手[话题]#",2,2,1,0,5,anananan,某滴推出的AI打车新功能中的提前预约叫车，能在手机电量告急且附近无充电宝时派上用场，让人安心。,产品力,正向,网约车,小红书,AI叫车/AI小滴,69b91547000000001f0068cd,,
2026/3/18,滴滴平台管理太差了,https://www.xiaohongshu.com/explore/69ba3d8b000000001d01efc2?xsec_token=AB1pr7zz5_duWgBKxFlN4SmAkrm72xkzGnfHd-gMWNjAw=,事情经过：我在平台正常下单网约车快车（独享订单），接单车辆为出租车。行程开始后，司机强行要求顺路接其他乘客拼车（不走平台，私自线下接客），如果我不同意就下车换辆车，由于今天因为地铁停运，车很难打，我因怕耽误上班，勉强同意但要求先送我，但司机路程中直接开窗路边吆喝揽客（违反平台规定），严重耽误我的上班时间，并且没有按照要求先送，和我发生争执后，司机故意将车辆停在路边，以自己有高血压、心脏病为由装病拒载，恶意甩客，直接把我丢在路边，导致我无法正常上班、严重迟到，造成经济损失和极差的出行体验。各位大神，我现在已经多平台投诉了，会有结果吗[生气R][生气R][生气R]@滴滴 @滴滴@滴滴,2,0,35,0,37,跑跑卡丁车,用户在平台下单独享快车后，接单的出租车司机强行线下拼车、未先送用户且争执后装病拒载甩客，导致用户上班严重迟到和经济损失，现多平台投诉询问是否会有结果。,司机行为投诉,负向,快车,小红书,拒载/甩客,69ba3d8b000000001d01efc2,,
2026/3/19,你会因为给司机差评内耗自己吗？,https://www.xiaohongshu.com/explore/69bb4ed50000000021007463?xsec_token=ABEmVnt27AS9ByoQNUMpJIsC4b9wyjKMc1GCR93vq35Pw=,"为了让自己出差的行程顺利些，特意叫滴滴专车，多付费是为了享受好的服务，没想到今天叫到的专车态度冷漠，询问预计什么时候到时，直接说你看导航，然后全程黑脸，在到车站后把车停在最外面的车道且离进站口远。
下车后我一直纠结要不要给差评，最后还是给了，同时我在反思自己这样是不是不好
不！我停止反思自己，虽然都说打工人不易，但是我是为了服务买单了的，我却没有得到对应服务，那就是是司机的专业素养问题，不内耗自己了#尊重自己的感受[话题]# #职业素养[话题]#
同时也告诫自己，不管什么时候，保持自己的职业素养！不要被情绪影响对事情的判断！",0,0,3,0,3,伍哈哈,作者因乘坐的滴滴专车服务不佳而给了差评，并认为自己是为服务买单却未得到相应服务，这是司机的专业素养问题，不应内耗自己，同时告诫自己要保持职业素养，不被情绪影响判断。,司机行为投诉,负向,专车/豪华车,小红书,态度恶劣,69bb4ed50000000021007463,,
2026/3/18,询问滴滴司机车内是有否烟味被骂公主病,https://www.xiaohongshu.com/explore/69ba99a60000000022002c70?xsec_token=AB1pr7zz5_duWgBKxFlN4SmFAWTKHTq6Q9MQ0CrvM9x2Q=,"问司机车里有烟味吗
司机回答：没有公主命却得了公主病
请大家避开这个司机🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
#出租车[话题]# #网约车[话题]# #司机[话题]# #滴滴[话题]# #女性成长[话题]# #女性安全[话题]# #网约车司机[话题]# #公共场所禁止吸烟[话题]#",168,3,55,0,226,与其（约妆版）,乘客询问司机车内是否有烟味，遭司机不当言论回应后提醒大家避开该司机。,司机行为投诉,负向,网约车,小红书,态度恶劣,69ba99a60000000022002c70,,
2026/3/18,滴滴司机言语侮辱动手推搡,https://www.xiaohongshu.com/explore/69ba7d0d000000001d01e6cd?xsec_token=AB1pr7zz5_duWgBKxFlN4SmMROR8fxFK4dglNe-gNSLMk=,#司机[话题]# #乘客安全[话题]#@滴滴,0,0,2,0,2,小红薯63ECADD7,该内容涉及司机和乘客安全话题，并@了滴滴。,无匹配类别,中性,无匹配类别,小红书,无匹配类别,69ba7d0d000000001d01e6cd,,
2026/3/19,带宠打车被司机温柔到了✨,https://www.xiaohongshu.com/explore/69bace87000000002103adde?xsec_token=AB1pr7zz5_duWgBKxFlN4SmPhCEMET4akPTIAPTrg0DPI=,"总担心带毛孩子出门打车会被拒载，这次特意选了滴滴宠物出行，预先填写了宠物档案，心里还是惴惴不安。

车在面前稳稳停下，摇下车窗刚好还是位笑意温柔的女司机，没等我开口就轻声说：“快带小宝贝上车吧，后排空间够，慢慢坐～”

我抱着宠物小心翼翼落座，小家伙起初还有点怯生生，司机姐姐全程轻声细语，说自己也养小动物，最懂这份牵挂。

一路车速平缓，没有嫌弃，没有催促，只有满车的温柔。原来带毛孩子出行的安心，是这位司机给的，陌生人的善意，真的能暖好久。

#狗狗坐车看风景[话题]# #坐车的小狗[话题]# #带狗狗去兜风[话题]# #宠物友好[话题]#",5,0,3,0,8,pethidine,用户通过滴滴宠物出行带宠物打车，遇到一位养小动物的温柔女司机，全程无嫌弃催促，让用户感到带毛孩子出行的安心和陌生人的善意温暖。,司机,正向,宠物出行,小红书,宠物出行,69bace87000000002103adde,,
2026/3/18,滴滴宠物出行初体验,https://www.xiaohongshu.com/explore/69baae47000000001b0001f1?xsec_token=AB1pr7zz5_duWgBKxFlN4SmP1NOVrpB8fWsBPMPmMKaEs=,作为一个大i人，带狗狗出门真的很有打车焦虑，怕司机拒载，怕宠物应激乱叫，怕掉毛弄脏车被说，每次出门都在做心理建设。今天体验了滴滴宠物出行，司机态度很好，没有嫌弃狗狗，反而夸狗狗可爱，后座也很宽敞干净，狗狗全程都很乖，这次出行体验感真的很棒，希望以后有更多的宠物友好车！#打车[话题]# #宠物出行[话题]# #养宠[话题]# #铲屎官[话题]# #带宠物坐车[话题]# #宠物友好[话题]#,0,0,0,0,0,向日葵短路了,一位大i人分享了使用滴滴宠物出行带狗狗打车的良好体验，希望未来有更多宠物友好车。,产品力,正向,宠物出行,小红书,宠物出行,69baae47000000001b0001f1,,
2026/3/19,可以选女司机了,https://www.xiaohongshu.com/explore/69bb56c40000000022000ad3?xsec_token=ABEmVnt27AS9ByoQNUMpJIsCsnFl5yxBFb2Ml8asGLKCU=,打车回家发现滴滴可以主动选女司机，真是对女生打车太友好了[萌萌哒R]终于有机会避免坐上烟臭味的车了#滴滴[话题]##打车券[话题]# #女司机[话题]#,2,0,1,0,3,得安,滴滴推出主动选择女司机的功能，让女生觉得打车更友好，能避免坐到有烟臭味的车。,产品力,正向,网约车,小红书,女性友好计划,69bb56c40000000022000ad3,,
2026/3/18,女孩子就是世界上最美好的生物！,https://www.xiaohongshu.com/explore/69bab84e000000001f003083?xsec_token=AB1pr7zz5_duWgBKxFlN4SmKmR_L_Sj--9PaIULPHMsoU=,"22:47，写字楼只剩我这一层还亮着。 走出大门，风一吹，整个人都是飘的。 手机只剩20%的电，打开滴滴，看到界面上出现了女性友好计划，可以选择全天还是夜间优先女司机接单。
抱着试试的心态选择了夜间优先女司机接单。
接单的是一位姐姐，上车第一句话便说： “小姑娘，这么晚下班啊？晚上夜里冷，我车里开了暖气你快上车。后排也有小毯子，你需要的话我给你拿来盖上。”
在听到司机的关心之后我说内心有一丝暖流经过，接受了司机的好意，在车里小憩了一会儿。

伴随着窗外闪过的路灯，和车里舒缓的音乐声，不知不觉我就到了小区门口。突

下车时她特意多停了一会儿，等我进了小区门禁才掉头离开。

那一刻我觉得，这个世界上女生是最美好的存在！
#女性互助[话题]# #女性友好[话题]# #女性友好型车[话题]# #小狗会永远爱你[话题]# #涂鸦头像[话题]# #萌宠头像[话题]# #万物都可小狗[话题]# #简笔头像[话题]# #小蝴蝶和小狗[话题]# #小狗头像[话题]#",3,1,0,0,4,土豆泥,深夜下班的“我”通过滴滴女性友好计划选择女司机，感受到司机姐姐的关心与照顾，觉得女生是最美好的存在。,司机,正向,网约车,小红书,女性友好计划,69bab84e000000001f003083,,
2026/3/18,爽了！咱们女人就这样拿下晚场😍,https://www.xiaohongshu.com/explore/69bab19a0000000022024d66?xsec_token=AB1pr7zz5_duWgBKxFlN4SmNtxig-pJquqp-z15Z8I4QM=,"剧女终于可以放心拿下晚场了！
最近猛猛拿下了画材店&英TM
上海大女人就是要用好地理优势[萌萌哒R]

本来想看午场的，但是奈何没有自己喜欢的卡
主包之前一直不敢选晚场，因为我们学校离上海的所有剧场都巨远无比！！
然后唯一的两条线路的末班车只运行到22：30，小女子不敢自己一个人打车
直到上周去YOUNG剧场看完剧回学校的时候发现了滴滴的一个新功能，
从从主页面的""女性友好”进入，完成实名认证就可以优先匹配女司机
上次我就碰到了特别好的姐姐，她全程还和我聊天，车上也收拾的特别干净
所以这次我就毫不犹豫地冲了自己喜欢的晚场卡司！！
剧女深夜回程的不安就这样被女司机稳稳接住！
#易如反掌啊[话题]# #剧女[话题]# #谁懂我的快乐[话题]# #我现在强得可怕[话题]# #音乐剧[话题]# #看剧[话题]# #不敢想象我会有多开朗[话题]# #女性友好[话题]# #深夜治愈瞬间[话题]# #感谢全世界[话题]#",8,0,5,0,13,Maci.,因为滴滴“女性友好”功能可优先匹配女司机，原本因学校离剧场远且末班车早而不敢选晚场的“剧女”，现在可以放心拿下自己喜欢的晚场卡司了。,产品力,正向,网约车,小红书,女性友好计划,69bab19a0000000022024d66,,
2026/3/18,"滴滴
优先女司机
真的很香",https://www.xiaohongshu.com/explore/69baa89200000000210123ef?xsec_token=AB1pr7zz5_duWgBKxFlN4SmIB6GwD8AkqndubUkcpljOM=,"滴滴
优先女司机
真的很香",0,0,0,0,0,星星与六便士✨,滴滴优先女司机体验很好。,产品力,正向,网约车,小红书,女性友好计划,69baa89200000000210123ef,,
